age,education,black,hispanic,married,nodegree,re74,re75,u74,u75,t,y
45,9,0,0,1,1,0.0,313.306457519531,1,0,0,4063.748046875
52,12,0,0,1,0,0.0,0.0,1,1,0,0.0
31,4,1,0,0,1,8517.5888671875,4023.2109375,0,0,1,7382.548828125
31,17,0,0,1,0,31348.26953125,26854.83984375,0,0,0,32509.984375
44,6,1,0,1,1,19592.66796875,14322.5810546875,0,0,0,5615.36083984375
51,12,0,0,1,0,14533.8408203125,19245.96875,0,0,0,17732.71875
37,12,1,0,1,0,29389.001953125,22379.03125,0,0,0,19210.4453125
22,12,0,0,1,0,21551.935546875,26765.322265625,0,0,0,35465.4375
48,9,0,0,1,1,29389.001953125,32225.806640625,0,0,0,31032.2578125
30,12,1,0,1,0,19592.66796875,26854.83984375,0,0,0,25897.158203125
53,17,0,0,1,0,31348.26953125,28645.16015625,0,0,0,27929.03125
38,11,0,0,1,1,0.0,0.0,1,1,0,0.0
33,9,0,0,1,1,12735.234375,6266.12890625,0,0,0,8866.359375
25,12,1,0,0,0,0.0,0.0,1,1,1,3191.7529296875
26,12,0,0,1,0,15674.1337890625,16470.96875,0,0,0,35022.12109375
32,9,0,0,1,1,25470.46875,1432.25805664062,0,0,0,24803.640625
25,16,0,0,1,0,28409.369140625,29540.322265625,0,0,0,32509.984375
40,16,0,0,1,0,26450.1015625,26854.83984375,0,0,0,32421.3203125
23,9,0,0,1,1,9012.626953125,0.0,0,1,0,14777.265625
28,17,0,0,1,0,25607.6171875,18091.2109375,0,0,0,22165.8984375
33,10,0,0,1,1,29389.001953125,28645.16015625,0,0,0,36499.84765625
25,11,1,0,0,1,4055.68237304688,11637.0966796875,0,0,0,0.0
27,17,0,0,1,0,0.0,0.0,1,1,0,0.0
22,11,1,0,0,1,5485.94677734375,13427.4189453125,0,0,0,8866.359375
21,9,0,0,1,1,15674.1337890625,19693.548828125,0,0,0,1773.27185058594
22,12,0,0,1,0,12051.4501953125,16025.1767578125,0,0,0,13151.7666015625
27,8,1,0,1,1,18417.107421875,22916.12890625,0,0,0,31032.2578125
35,13,0,0,1,0,24490.8359375,23990.322265625,0,0,0,22165.8984375
23,11,1,0,1,1,11755.6005859375,5818.54833984375,0,0,0,10048.541015625
25,8,0,0,1,1,5877.80029296875,0.0,0,1,0,8866.359375
22,12,1,0,1,0,13518.94140625,13427.4189453125,0,0,0,12560.67578125
34,17,0,0,1,0,29389.001953125,32225.806640625,0,0,0,32672.53515625
21,12,0,0,1,0,23511.201171875,50129.03125,0,0,0,0.0
28,15,0,0,1,0,68574.3359375,62661.2890625,0,0,0,66497.6953125
38,16,0,0,1,0,11559.673828125,7877.41943359375,0,0,0,17732.71875
54,12,0,0,1,0,0.0,0.0,1,1,0,0.0
46,12,0,0,1,0,43103.87109375,35806.453125,0,0,0,31032.2578125
38,12,0,0,1,0,19592.66796875,13964.515625,0,0,0,16286.025390625
22,11,1,0,1,1,4449.4951171875,6187.35498046875,0,0,0,14570.3837890625
48,8,0,1,1,1,25470.46875,16112.9033203125,0,0,0,23643.625
23,13,1,0,1,0,21160.080078125,17903.2265625,0,0,0,23643.625
21,13,0,0,1,0,8816.7001953125,17903.2265625,0,0,0,28224.578125
25,12,1,0,1,0,15674.1337890625,3738.19360351562,0,0,0,10512.546875
52,4,0,0,1,1,14106.720703125,15074.515625,0,0,0,14422.611328125
41,14,0,0,0,0,0.0,0.0,1,1,1,5149.5009765625
21,16,0,0,0,0,8228.9208984375,22379.03125,0,0,0,27337.94140625
27,17,0,0,1,0,22727.494140625,22379.03125,0,0,0,24086.943359375
31,10,0,0,1,1,14890.427734375,12532.2578125,0,0,0,16254.9921875
28,12,0,0,1,0,19298.77734375,0.0,0,1,0,29554.53125
25,12,0,1,1,0,23511.201171875,21483.87109375,0,0,0,25121.3515625
40,10,0,0,1,1,18417.107421875,17903.2265625,0,0,0,20688.171875
26,12,0,0,1,0,29389.001953125,28645.16015625,0,0,0,33987.7109375
25,7,1,0,0,1,17045.62109375,16137.9677734375,0,0,0,11821.8134765625
25,16,0,0,1,0,15674.1337890625,15217.7421875,0,0,0,19062.673828125
35,12,0,0,1,0,35266.80078125,26854.83984375,0,0,0,32509.984375
17,9,1,0,0,1,1716.50903320312,1253.43896484375,0,0,1,5445.2001953125
49,7,1,0,0,1,8816.7001953125,11270.0810546875,0,0,0,8969.80078125
27,14,0,0,1,0,28409.369140625,32225.806640625,0,0,0,39898.6171875
29,17,0,0,1,0,979.633422851562,8951.61328125,0,0,0,0.0
38,12,0,0,1,0,23511.201171875,23274.193359375,0,0,0,25121.3515625
25,12,1,0,0,0,8816.7001953125,6266.12890625,0,0,0,10344.0859375
27,6,0,0,1,1,9992.2607421875,11637.0966796875,0,0,0,13299.5390625
48,16,0,0,1,0,33307.53515625,26058.14453125,0,0,0,31918.89453125
35,12,1,0,1,0,21551.935546875,14322.5810546875,0,0,0,15638.7802734375
25,17,0,0,1,0,21551.935546875,31151.61328125,0,0,0,53937.01953125
35,13,1,0,1,0,24490.8359375,23274.193359375,0,0,0,25121.3515625
20,15,0,0,1,0,17437.474609375,8056.45166015625,0,0,0,18471.58203125
